city,state_id,lat,lng,zips
Benton,IL,38.0109,-88.9179,62812
St. Augustine Beach,FL,29.8415,-81.2713,32080
San Isidro,PR,18.3921,-65.8844,729
Mexia,TX,31.6809,-96.4833,76667
Ben Lomond,CA,37.0782,-122.0881,95005 95018
Calumet Park,IL,41.665,-87.6577,60827
Hurricane,WV,38.4293,-82.0182,25526
Mount Carmel,IL,38.4187,-87.7695,62863
Shamokin,PA,40.7881,-76.555,17872
Loomis,CA,38.8093,-121.1955,95650
Nitro,WV,38.4117,-81.8193,25143 25064
Connellsville,PA,40.0161,-79.5893,15425
Ambler,PA,40.1564,-75.2215,19002
Arlington Heights,PA,41.0041,-75.2112,18360 18301
Gateway,AK,61.5668,-149.2417,99645 99654
Pinehurst,MA,42.5334,-71.2339,01821 01866
Silsbee,TX,30.3456,-94.1764,77656
Forest Glen,MD,39.019,-77.0447,20910 20902
Pepper Pike,OH,41.48,-81.462,44124
Litchfield,IL,39.1954,-89.63,62056 62015
Clifton Heights,PA,39.9301,-75.2958,19018
Donaldsonville,LA,30.0954,-90.9925,70346
Vine Grove,KY,37.8134,-85.9828,40175 40160
South Monrovia Island,CA,34.1234,-117.9958,91016 91010
Maize,KS,37.7749,-97.462,67101 67223
Satsuma,AL,30.8578,-88.0631,36572
Thomson,GA,33.4679,-82.4968,30824
Leitchfield,KY,37.4863,-86.2856,42754 42755
Eldridge,IA,41.639,-90.5809,52748
Selma,NC,35.5406,-78.2932,27577 27576
Nappanee,IN,41.4451,-85.994,46550
Lanett,AL,32.8577,-85.2078,36863
Elkins,WV,38.9237,-79.8541,26241
Stewartville,MN,43.8606,-92.4896,55976
Marshall,MI,42.2618,-84.9598,49068
Purcell,OK,35.0231,-97.3757,73095 73080
Nuevo,CA,33.8011,-117.1414,92567
Chester,IL,37.92,-89.826,62233 62259
Valley Park,MO,38.5513,-90.4923,63122 63088
Kula,HI,20.7706,-156.3284,96790 96784
Green Knoll,NJ,40.6047,-74.6147,8807
Tea,SD,43.4564,-96.8257,57106 57064
Lackland AFB,TX,29.3866,-98.6179,78236
Homeacre-Lyndora,PA,40.8721,-79.9211,16001 16045
Norwich,NY,42.5333,-75.5227,13815
Monessen,PA,40.1519,-79.8828,15062
Lawrence,NY,40.6041,-73.7151,11559
Vandenberg Village,CA,34.7111,-120.4622,93436
Folcroft,PA,39.8891,-75.277,19032
Sturtevant,WI,42.6995,-87.9019,53177
Exton,PA,40.0307,-75.6303,19341 19353
Jordan,MN,44.6648,-93.6351,55352
Heathrow,FL,28.7754,-81.3721,32746
Gunnison,CO,38.548,-106.9246,81230 81231
Roeland Park,KS,39.0359,-94.6374,66205
Atlantic,IA,41.3958,-95.0136,50022
Huron,OH,41.3912,-82.5636,44839
Aspen,CO,39.1951,-106.8369,81611
Latimer,MS,30.4974,-88.8607,39532 39565
Ross,IN,41.5267,-87.3748,46319 46408
Carolina Beach,NC,34.0396,-77.8966,28428
Venus,TX,32.4317,-97.1018,76084
Bayville,NY,40.9076,-73.5602,11709
Raleigh Hills,OR,45.4851,-122.7567,97225 97223
Murphysboro,IL,37.7678,-89.3324,62966
Burnet,TX,30.7496,-98.2383,78611
Plattsmouth,NE,41.0054,-95.894,68048
San Antonio,PR,18.4471,-66.2995,646
Air Force Academy,CO,38.9942,-104.8639,80840 80841
Galax,VA,36.666,-80.9176,24333
Northgate,OH,39.2533,-84.5941,45251
Thermalito,CA,39.4909,-121.615,95965
Castroville,CA,36.7649,-121.7534,95012
Orland Hills,IL,41.5905,-87.8414,60487
West Hattiesburg,MS,31.3114,-89.374,39402
South Lebanon,OH,39.3672,-84.2205,45065 45036 45039
Opp,AL,31.2848,-86.257,36467
Bridgewater,VA,38.3862,-78.9674,22812
Strathmore,NJ,40.4018,-74.2194,7747
Volo,IL,42.3299,-88.1598,60020 60073 60041
Holly Springs,MS,34.7768,-89.4466,38635 38634
Brookings,OR,42.0697,-124.3002,97415
Boonville,IN,38.0456,-87.2907,47601
Oakmont,PA,40.52,-79.8365,15139
Wolfforth,TX,33.5147,-102.0067,79382
Ellettsville,IN,39.2322,-86.6232,47429 47404
Indiantown,FL,27.0376,-80.491,34956
North Syracuse,NY,43.1339,-76.1304,13212 13220 13225 13251
Marvin,NC,34.9889,-80.8033,28173
Keene,TX,32.3955,-97.3226,76059 76009 76031
Schriever,LA,29.7333,-90.831,70301 70395
Nolanville,TX,31.0754,-97.609,76559 76513
Wollochet,WA,47.2828,-122.5768,98335
Freeport,FL,30.5039,-86.1391,32439
Osceola,AR,35.6942,-89.9934,72370
Tappan,NY,41.027,-73.952,10964 10962 10983
Steilacoom,WA,47.1703,-122.5933,98388
Harrah,OK,35.4786,-97.1873,73020 73045
Moapa Valley,NV,36.6078,-114.4566,89040 89021
Bonne Terre,MO,37.9209,-90.5425,63628
Fox Point,WI,43.1581,-87.9013,53217
Radisson,NY,43.1824,-76.2988,13027
Lynchburg,TN,35.2846,-86.3587,37334 37359 37352 37388
Geneseo,IL,41.4509,-90.154,61254
Eastwood,MI,42.3027,-85.5447,49048
Cherry Valley,CA,33.9797,-116.9694,92223
Kingston Estates,NJ,39.9188,-74.9898,8034
Ontario,OH,40.771,-82.6104,44906 44903 44862
Fruitland,ID,44.0197,-116.922,83619
Blakely,PA,41.486,-75.6012,18447 18452
Gulf Breeze,FL,30.3684,-87.1737,32561 32562
Homestead Meadows South,TX,31.811,-106.1643,79938
Normandy Park,WA,47.4342,-122.3436,98166
North Caldwell,NJ,40.8629,-74.2576,7006
Belpre,OH,39.2815,-81.5972,45714
Franklin Center,NJ,40.5321,-74.5415,8873
Byron,MN,44.0378,-92.6409,55920
Lindale,TX,32.4933,-95.4069,75706 75771
Maple Glen,PA,40.1778,-75.1793,19044 19002
Garrett,IN,41.3527,-85.1237,46738
St. Gabriel,LA,30.2536,-91.1013,70721 70776 70780
Carbondale,CO,39.3949,-107.2148,81623
Wayne,PA,40.0409,-75.3945,19087
Columbia,MS,31.2564,-89.8266,39429
Homeland Park,SC,34.4644,-82.6593,29626 29624
Hapeville,GA,33.6609,-84.4093,30354
Stone Mountain,GA,33.8035,-84.1723,30083
Ramblewood,NJ,39.9322,-74.9527,8054
Flanders,NY,40.8937,-72.6051,11901
Carthage,TX,32.1526,-94.3368,75633
South Run,VA,38.7467,-77.2754,22039 22153
Buena Vista,VA,37.7319,-79.3568,24416
Black Jack,MO,38.7993,-90.264,63033
Pimmit Hills,VA,38.9105,-77.1991,22043
Munford,TN,35.4434,-89.8147,38058
Santa Rita Ranch,TX,30.6642,-97.8328,78642
Riverside,MD,39.4784,-76.2398,21001 21017
Union Gap,WA,46.5566,-120.4979,98903
West Slope,OR,45.4962,-122.773,97225 97005 97298
Desert Palms,CA,33.7789,-116.293,92211
Schuyler,NE,41.4497,-97.062,68661
Iowa Park,TX,33.9622,-98.6819,76367
Pratt,KS,37.6765,-98.7451,67124
Litchfield,MN,45.1221,-94.5253,55355
Lutherville,MD,39.424,-76.6177,21093 21094
Jamul,CA,32.7184,-116.8709,91978 91935 92022
Ward,AR,35.0117,-91.9577,72007 72176
Gun Barrel City,TX,32.3277,-96.1286,75156
Belle Haven,VA,38.7775,-77.0574,22307
Fountainhead-Orchard Hills,MD,39.6878,-77.7173,21742
Larchmont,NY,40.9258,-73.7531,10538
Silver Lake,NC,34.1409,-77.9089,28412
Winthrop Harbor,IL,42.4805,-87.8293,60096
Vero Lake Estates,FL,27.7471,-80.5283,32967
Upper Sandusky,OH,40.8298,-83.2721,43351
Treasure Island,FL,27.774,-82.7663,33706 33740
Hobart,WA,47.412,-121.996,98038
Swarthmore,PA,39.9023,-75.3488,19081
Calipatria,CA,33.1493,-115.5055,92233
Lyman,SC,34.9667,-82.1232,29385 29365
Zimmerman,MN,45.4416,-93.598,55398
Old Bethpage,NY,40.7558,-73.4545,11804 11735
Oakdale,LA,30.8158,-92.6542,71463
Brier,WA,47.7924,-122.2734,98036
High Springs,FL,29.807,-82.5955,32643 32655
Solvay,NY,43.0571,-76.2123,13209
Catasauqua,PA,40.6531,-75.4643,18032
Valley City,ND,46.9222,-98.0055,58072
Moraine,OH,39.6983,-84.2458,45439 45342 45409
Braddock,VA,38.8308,-77.3565,22030 22038
Milton,PA,41.0088,-76.8507,17847
Enola,PA,40.2908,-76.9348,17025 17093
West View,PA,40.5182,-80.0333,15229
DeFuniak Springs,FL,30.7123,-86.1208,32433 32435
Sweetwater,TN,35.6029,-84.4716,37874
Irvington,NY,41.0349,-73.866,10503 10533
Dacono,CO,40.0623,-104.9476,80603 80514
Lake Mathews,CA,33.825,-117.3683,92570 92504
Hillsboro,OH,39.2123,-83.6113,45133
Welcome,SC,34.8203,-82.46,29611
St. John,MO,38.7148,-90.3462,63114
Red Chute,LA,32.5732,-93.6059,71037
Huron,CA,36.2041,-120.0961,93234
Red Lion,PA,39.8986,-76.6078,17356
Eatonton,GA,33.3258,-83.3886,31024 31026
South Valley Stream,NY,40.6558,-73.7185,11581
Rincon Valley,AZ,32.1101,-110.6889,85747 85641
Lochmoor Waterway Estates,FL,26.6447,-81.9098,33903
Bronxville,NY,40.9395,-73.8265,10708
Colusa,CA,39.2059,-122.0125,95932
Bridgewater Center,NJ,40.6037,-74.6445,8807
Powell,WY,44.7958,-108.7681,82435
Amory,MS,33.9814,-88.4823,38821 38825
Covedale,OH,39.1267,-84.637,45233 45238
Lavon,TX,33.0252,-96.4381,75166
Milford,OH,39.1699,-84.2811,45150
North Scituate,MA,42.2121,-70.7652,2066
Salem,IN,38.6047,-86.0976,47167
Catalina,AZ,32.4848,-110.8997,85739
Finderne,NJ,40.5626,-74.5743,8807
Willard,MO,37.2931,-93.4171,65781 65803
Milford,MI,42.587,-83.6012,48381
Woodland,WA,45.9145,-122.7505,98674
Bulverde,TX,29.7744,-98.4364,78163 78070
Watchung,NJ,40.6431,-74.4391,7069
New Haven,MI,42.7306,-82.7953,48048
Lucas Valley-Marinwood,CA,38.0405,-122.5765,94903 94913
Ralston,NE,41.2005,-96.0355,68127
Cochituate,MA,42.329,-71.3576,1778
Lake Mills,WI,43.0775,-88.9055,53551
De Soto,MO,38.141,-90.5609,63020
Savannah,TX,33.2257,-96.9081,76227
Lakemoor,IL,42.3396,-88.2039,60051
Johnson Lane,NV,39.0489,-119.7245,89423
Franklin,LA,29.7851,-91.5098,70538
Elm Grove,WI,43.048,-88.0867,53122
Taos,NM,36.3871,-105.5803,87571
North Sea,NY,40.933,-72.4047,11968
Cynthiana,KY,38.386,-84.2992,41031
San Leon,TX,29.4902,-94.9405,77539
Chesapeake Beach,MD,38.6881,-76.5448,20732
Pecan Plantation,TX,32.3628,-97.6553,76049
Abilene,KS,38.923,-97.2252,67410
Highland Heights,KY,39.0354,-84.4567,41076 41099
Penitas,TX,26.2577,-98.4407,78576
Snowflake,AZ,34.5225,-110.0913,85937
Gurabo,PR,18.2528,-65.9785,778
Gleneagle,CO,39.0453,-104.8288,80921
Wilton,CA,38.413,-121.2127,95693
Loudon,TN,35.7414,-84.3701,37774
Adel,IA,41.6101,-94.0124,50003
Lebanon,KY,37.5691,-85.2594,40033
Orange City,IA,43.0023,-96.0566,51041
Tontitown,AR,36.1642,-94.2457,72762 72770
Blue Bell,PA,40.1474,-75.2687,19422 19424
Douglas,WY,42.7542,-105.3969,82633
Sidney,NE,41.1341,-102.9681,69162 69160
Sanibel,FL,26.4534,-82.1023,33957
Lake Fenton,MI,42.8453,-83.7086,48430
Prospect Park,PA,39.8859,-75.3075,19076
Portland,IN,40.4376,-84.9833,47371
De Soto,KS,38.9688,-94.9549,66025 66018
Walkersville,MD,39.4832,-77.3559,21793
Henderson,TN,35.4446,-88.6531,38340
Hebron,KY,39.0626,-84.709,41048 41005 41021
Mays Landing,NJ,39.4506,-74.7098,8330
Aptos,CA,36.9912,-121.8934,95003 95001
Mount Vernon,IN,37.9364,-87.8958,47620
Huntingburg,IN,38.301,-86.9622,47542 47545
Belle Mead,NJ,40.4684,-74.6559,08502 08844
Wilmer,TX,32.5983,-96.6815,75146 75172
Walker,LA,30.4851,-90.8654,70785
Johnsburg,IL,42.383,-88.2476,60051
Champion Heights,OH,41.3031,-80.8514,44483 44481
Moores Mill,AL,34.8491,-86.5222,35759 35810 35811
Carlstadt,NJ,40.8247,-74.0613,7072
Pigeon Forge,TN,35.7977,-83.5623,37863 37862 37868
El Rio,CA,34.2453,-119.1568,93036
Highland,NY,41.7208,-73.9625,12528
Sierra View,PA,41.0006,-75.4455,18330 18610 18353
Crockett,TX,31.3177,-95.4564,75835
Morrow,GA,33.5815,-84.3391,30260
Paoli,PA,40.042,-75.4912,19355 19301
Pembroke Park,FL,25.9852,-80.1777,33021 33023 33009
Massanetta Springs,VA,38.3899,-78.834,22801
Inniswold,LA,30.3982,-91.071,70809 70826
Village of Oak Creek,AZ,34.7813,-111.7606,86351 86341
Crestwood,KY,38.3355,-85.4839,40014
Cherry Hills Village,CO,39.6375,-104.948,80113 80111
Elburn,IL,41.8852,-88.4606,60119
Dillon,SC,34.4233,-79.3689,29536
Wailea,HI,20.6873,-156.4291,96790 96753
West Point,NY,41.3645,-74.0123,10996 10928 10997
Edgemoor,DE,39.7547,-75.5069,19802 19809
Boiling Spring Lakes,NC,34.0327,-78.0685,28461
Glenarden,MD,38.9294,-76.8577,20706 20774
Cold Spring,KY,39.013,-84.435,41076
Sheridan,OR,45.096,-123.3983,97378
North Fort Lewis,WA,47.1222,-122.5962,98433
Highlands,TX,29.813,-95.0577,77562
Chickasaw,AL,30.7715,-88.0793,36611 36671
Tecumseh,OK,35.2639,-96.9337,74801 74873
Clyde,OH,41.3044,-82.9781,43410
Bridgeport,TX,33.21,-97.7708,76426
Huntington Woods,MI,42.4816,-83.1685,48070
Warrenton,OR,46.1685,-123.9302,97146 97121
Olivarez,TX,26.2285,-97.9931,78599
Rossford,OH,41.5812,-83.5682,43551 43460
Sterling,AK,60.5405,-150.8089,99672 99669
East Flat Rock,NC,35.2802,-82.4171,28792 28726 28731
Packanack Lake,NJ,40.9382,-74.2564,7470
Prospect Park,NJ,40.938,-74.1736,7508
Shrewsbury,MO,38.5866,-90.3282,63119 63171
Morris Plains,NJ,40.8356,-74.4786,7950
Tanglewilde,WA,47.0512,-122.7809,98516 98503
Wheelersburg,OH,38.7383,-82.842,45662 45694
Bethel,AK,60.7928,-161.7917,99559 99545
Lacombe,LA,30.3141,-89.931,70445
Sullivan,MO,38.2129,-91.1637,63080
Williamson,AZ,34.7082,-112.5343,86305
Twin Lakes,WI,42.519,-88.2484,53181
Alvarado,TX,32.4068,-97.2149,76009
Slinger,WI,43.3317,-88.2798,53086
Branford Center,CT,41.278,-72.8148,6405
Prosser,WA,46.2068,-119.7663,99350
Monticello,IL,40.0342,-88.5728,61856
Yardville,NJ,40.1849,-74.6604,08620 08691
Steelton,PA,40.2258,-76.8253,17113
Wrightsboro,NC,34.2895,-77.9217,28401 28405 28429
Forest Hills,PA,40.4251,-79.8544,15221
Waupaca,WI,44.3506,-89.0719,54981
Avra Valley,AZ,32.4195,-111.3393,85653
Manistee,MI,44.2439,-86.3242,49660
Gananda,NY,43.1274,-77.3361,14568 14502
Fort Washington,PA,40.1408,-75.1926,19034
Palmer,AK,61.5971,-149.1148,99645
Roseland,NJ,40.8208,-74.3086,7068
Countryside,IL,41.7741,-87.8752,60525
Cumberland,IN,39.7843,-85.9458,46229 46140
Howland Center,OH,41.2482,-80.7443,44484
Taylor,PA,41.3958,-75.7147,18517 18518
Gulf Park Estates,MS,30.3802,-88.7581,39564
East Moriches,NY,40.8085,-72.7573,11940
Thurmont,MD,39.621,-77.4076,21788
Talent,OR,42.2404,-122.7807,97540
Ville Platte,LA,30.6901,-92.2746,70586
Doney Park,AZ,35.2656,-111.519,86004
Hampstead,MD,39.6105,-76.8549,21074
Paulsboro,NJ,39.84,-75.2397,8066
East Falmouth,MA,41.5708,-70.5556,2536
Kennett Square,PA,39.8438,-75.7113,19348
Angier,NC,35.5116,-78.7402,27501
Princeton,KY,37.1068,-87.8853,42445
Carver,MN,44.7648,-93.6537,55315
White Oak,TX,32.5312,-94.8564,75693
Joshua Tree,CA,34.1236,-116.3128,92252
Jonesborough,TN,36.2959,-82.4766,37659
Lauderdale-by-the-Sea,FL,26.1991,-80.0971,33308 33062 33303
Jackson,OH,39.0448,-82.6458,45640
Gladewater,TX,32.5426,-94.9465,75647
Cherryville,NC,35.3844,-81.3781,28021
Kingston,TN,35.8713,-84.4959,37763
East Rochester,NY,43.1122,-77.4869,14445
Rockford,MI,43.1267,-85.5582,49341 49351
Rochester,IN,41.0591,-86.1959,46975
Fairview,NY,41.7321,-73.9137,12601
Brookhaven,WV,39.6062,-79.8812,26508 26507 26531
Pollock Pines,CA,38.7575,-120.5921,95726 95709
South Williamsport,PA,41.2294,-77.0009,17702
Fort Shawnee,OH,40.6814,-84.1487,45806
Marion,SC,34.1787,-79.3956,29571
Doolittle,TX,26.3597,-98.1167,78542
Elsmere,DE,39.7384,-75.5946,19804 19805
Ramtown,NJ,40.1145,-74.1492,7731
Country Homes,WA,47.7479,-117.4199,99208 99251 99218
Simsbury Center,CT,41.8808,-72.8111,6070
Wesley Hills,NY,41.1578,-74.0768,10901 10952 10977
Oceanport,NJ,40.316,-74.0205,07703 07757
West Yarmouth,MA,41.6496,-70.2487,2673
Tequesta,FL,26.9618,-80.1011,33469
Newtown Grant,PA,40.2619,-74.9481,18940
Laurence Harbor,NJ,40.4489,-74.2494,08879 07721 07735
Rupert,ID,42.6189,-113.674,83350
Willows,CA,39.5149,-122.1995,95988
Krum,TX,33.2655,-97.2252,76249
Northford,CT,41.3949,-72.7826,6472
Torrington,WY,42.0653,-104.1737,82240
Ishpeming,MI,46.4862,-87.6658,49849
South Lakes,AK,61.5874,-149.316,99645 99654
Lemoore Station,CA,36.2633,-119.9048,93246 93245
Fairfield Plantation,GA,33.6457,-84.9254,30180
Cheshire Village,CT,41.5041,-72.8969,06410 06408 06411
Sidney,MT,47.7152,-104.1679,59270
Midway,UT,40.5183,-111.4746,84049
Mulvane,KS,37.4789,-97.2724,67110 67120
Fair Haven,NJ,40.3618,-74.0392,7704
Beardstown,IL,39.9993,-90.4178,62618
Gilbertsville,PA,40.3219,-75.609,19525
Battlefield,MO,37.1194,-93.3683,65619
Independence,IA,42.4621,-91.9027,50644
Willard,OH,41.0518,-82.7232,44890 44888
Crystal City,TX,28.6908,-99.8258,78839
Pelican Bay,FL,26.2327,-81.8108,34108
Vauxhall,NJ,40.7174,-74.2838,07083 07088
Woodcliff Lake,NJ,41.0253,-74.0604,7677
Hockinson,WA,45.7302,-122.4833,98606
Aztec,NM,36.8225,-107.971,87410
Three Oaks,FL,26.4724,-81.7959,33967
Jonesboro,GA,33.5211,-84.3548,30236 30237
Oak View,CA,34.403,-119.299,93022
Martins Ferry,OH,40.1014,-80.7253,43935
Hempstead,TX,30.1006,-96.0777,77445
Tracyton,WA,47.6094,-122.6533,98310 98311 98393
Gustine,CA,37.2545,-120.9949,95322
Hilmar-Irwin,CA,37.4045,-120.8504,95324
Lakehills,TX,29.6237,-98.9448,78063
Edgewood,NM,35.1318,-106.2151,87047 87015
Wayne,NE,42.2379,-97.0101,68787
Barnesville,GA,33.0508,-84.1528,30204
Darlington,SC,34.3015,-79.867,29532
Eudora,KS,38.9345,-95.0956,66025
Hellertown,PA,40.5812,-75.3378,18055
Corry,PA,41.9259,-79.6358,16407
Sultan,WA,47.871,-121.8043,98294
Glendale,MO,38.5935,-90.3826,63122
Bangor Base,WA,47.7226,-122.7144,98315
Dunlap,IN,41.6346,-85.9235,46517 46516
Everman,TX,32.6296,-97.2827,76140
Little Silver,NJ,40.3357,-74.0346,7739
Dallas,NC,35.3169,-81.183,28034
Blaine,WA,48.9839,-122.7414,98230 98231
Pass Christian,MS,30.327,-89.2436,39571
Cheverly,MD,38.9254,-76.9141,20785
Fruitridge Pocket,CA,38.5326,-121.4558,95820
Madison,SD,44.0062,-97.1085,57042
Campbelltown,PA,40.276,-76.5829,17010 17078
Oakhurst,CA,37.3475,-119.6202,93644
Harriman,TN,35.9307,-84.5602,37748
Gardiner,ME,44.191,-69.7921,04345 04359
Lewistown,MT,47.0514,-109.4524,59457
Orangetree,FL,26.2929,-81.5786,34120
Sudden Valley,WA,48.7236,-122.3442,98229
Churchville,PA,40.1922,-74.9982,18966 18954
Rainbow Springs,FL,29.094,-82.4408,34432 34431
Grayson Valley,AL,33.6467,-86.6417,35235
Elmwood,LA,29.9554,-90.1879,70121 70123 70001
Gas City,IN,40.4887,-85.5944,46933 46953
Maquoketa,IA,42.059,-90.6649,52060
Plaquemine,LA,30.2833,-91.243,70764 70765
Offutt AFB,NE,41.1207,-95.9209,68123 68113
Centerport,NY,40.8951,-73.3704,11721
Penn Wynne,PA,39.9867,-75.2715,19096
Harris Hill,NY,42.973,-78.6793,14221
Northville,MI,42.4355,-83.489,48167
Mocksville,NC,35.9007,-80.5631,27028
Braidwood,IL,41.2695,-88.2235,60408 60481
Pauls Valley,OK,34.7231,-97.2281,73075
De Queen,AR,34.0426,-94.342,71832
Wilmore,KY,37.8786,-84.6545,40390 40356
Pevely,MO,38.2867,-90.3988,63070
Waimanalo,HI,21.3421,-157.7303,96795
The Village of Indian Hill,OH,39.1916,-84.3345,45242 45243 45111
Briar Chapel,NC,35.8241,-79.1168,27312 27516
Crescent City,CA,41.7728,-124.1902,95531 95532
Clairton,PA,40.2976,-79.8854,15025
Rittman,OH,40.9736,-81.785,44270
Nazareth,PA,40.74,-75.3131,18064
Blackwell,OK,36.8013,-97.3009,74631
Lake Bluff,IL,42.2826,-87.851,60044
Santa Teresa,NM,31.8701,-106.6714,88021 88008
Watford City,ND,47.8027,-103.2678,58854
Polk City,IA,41.7779,-93.7134,50226
Rushville,IN,39.6171,-85.4463,46173
North Hobbs,NM,32.7731,-103.125,88240 88242 88241
Solvang,CA,34.5935,-120.1401,93463
Puerto Real,PR,18.0767,-67.1858,623
Goddard,KS,37.6652,-97.5617,67052
McRae-Helena,GA,32.0636,-82.8968,31037 31055
Edna,TX,28.9757,-96.6483,77957
Raton,NM,36.8849,-104.4396,87740
Pontoon Beach,IL,38.7208,-90.0609,62025 62040
Fruit Heights,UT,41.0277,-111.9082,84037
Dickson City,PA,41.4684,-75.6358,18508 18519
Hazardville,CT,41.9921,-72.5344,6082
Truth or Consequences,NM,33.1864,-107.2589,87901 87935
Greenbrier,AR,35.2289,-92.3836,72058
Waterville,OH,41.5015,-83.7367,43566
Edgerton,WI,42.8385,-89.0699,53534
Alpine,TX,30.364,-103.665,79830 79832 79831
Greenwood,MO,38.8508,-94.3377,64034
Bellefonte,PA,40.9141,-77.7683,16823
Old Tappan,NJ,41.0163,-73.9855,7675
Cave Springs,AR,36.2701,-94.2227,72713 72718
East Hampton North,NY,40.9728,-72.1892,11937
Sheridan,CO,39.6468,-105.0182,80110
Stokesdale,NC,36.2318,-79.9834,27357 27284
Sharon Hill,PA,39.9075,-75.2679,19079
Granville,OH,40.0646,-82.5024,43023
Parker,TX,33.0571,-96.6244,75002
East Aurora,NY,42.7667,-78.6172,14052
Asbury,IA,42.512,-90.7802,52002
Erwin,TN,36.1456,-82.4115,37650
Salton City,CA,33.2994,-115.9609,92275 92274
Lake City,SC,33.8676,-79.7534,29560
Milan,MI,42.0816,-83.6854,48160
Franklin,PA,41.3936,-79.8425,16323
Louisville,MS,33.1224,-89.0553,39339
Zephyrhills West,FL,28.2311,-82.2052,33542 33541
West Modesto,CA,37.6178,-121.0346,95358 95351
Cambria,CA,35.552,-121.0838,93428
Daniels Farm,CT,41.2778,-73.2022,6611
Moosic,PA,41.3584,-75.7027,18641 18507 18501 18502
Avon,CO,39.6442,-106.513,81620
Mattydale,NY,43.0992,-76.1388,13211
Byron,GA,32.6476,-83.7539,31008
Port Clinton,OH,41.5094,-82.9385,43452
Tallulah,LA,32.4068,-91.1916,71282 71284
Hilton,NY,43.29,-77.7925,14468
Holly,MI,42.7987,-83.622,48442
Canutillo,TX,31.9185,-106.6006,79835
Pine Brook,NJ,40.8676,-74.3438,7058
Hamlet,NC,34.8892,-79.7099,28345
Crafton,PA,40.4333,-80.0712,15205
Black Diamond,WA,47.313,-122.0181,98010
Yarmouth Port,MA,41.7091,-70.2225,2675
Belding,MI,43.0968,-85.2331,48809
Richmond,MO,39.2755,-93.9729,64085
Peculiar,MO,38.7306,-94.4735,64078
Lucerne Valley,CA,34.4427,-116.9021,92356
Manchester,WA,47.5519,-122.5517,98366
Harvest,AL,34.8558,-86.752,35749
Cameron Park,TX,25.9706,-97.4775,78526
Oreland,PA,40.115,-75.1803,19038 19075
Van Alstyne,TX,33.4216,-96.5838,75495
Ephraim,UT,39.3563,-111.5845,84627
Bensley,VA,37.447,-77.442,23234 23237
Ranchettes,WY,41.2186,-104.7729,82009
Snyderville,UT,40.7041,-111.5434,84098
Fort Myers Shores,FL,26.7135,-81.7384,33905
Somerset,PA,40.0049,-79.0778,15501
Happy Valley,CA,40.4662,-122.4207,96007
Osprey,FL,27.1914,-82.48,34229
Ocean City,FL,30.4398,-86.6071,32547
Cottleville,MO,38.7512,-90.6581,63376 63304 63338
Weiser,ID,44.2547,-116.9689,83672
Mount Arlington,NJ,40.919,-74.639,7856
Norwood,PA,39.8864,-75.2964,19074
Steele Creek,AK,64.9295,-147.3955,99712 99710
Preston,ID,42.0989,-111.8802,83263
Tarrant,AL,33.5945,-86.7685,35217
Cocoa West,FL,28.3591,-80.7713,32922 32926
Manasquan,NJ,40.1186,-74.045,8736
Spring Ridge,MD,39.4043,-77.3405,21701
Hightstown,NJ,40.2686,-74.5253,8520
Rutgers University-Busch Campus,NJ,40.5214,-74.4654,8854
Mead,CO,40.2318,-104.9911,80542 80651 80504 80513
Spring Grove,IL,42.4545,-88.2399,60081
Westport,NC,35.5103,-80.9783,28037
West Bountiful,UT,40.8984,-111.9082,84087
Portage Lakes,OH,41.0034,-81.5347,44319
Bear Valley Springs,CA,35.174,-118.6532,93561
Ettrick,VA,37.2435,-77.4287,23803 23834
Barbecue,NC,35.336,-79.0386,27505 27332
Alma,AR,35.4919,-94.2165,72921
Galliano,LA,29.447,-90.3096,70354 70345
Montrose-Ghent,OH,41.1538,-81.6437,44333 44372
Morganville,NJ,40.3756,-74.2444,7751
South Hooksett,NH,43.0331,-71.4254,3106
Holdenville,OK,35.0838,-96.4017,74848
Temple,GA,33.7342,-85.0289,30179
Groveport,OH,39.8586,-82.8978,43125 43195 43199
Chillicothe,IL,40.9158,-89.502,61523
Chisago City,MN,45.3473,-92.9116,55013 55079
Northchase,NC,34.3049,-77.8754,28405
Stroudsburg,PA,40.9838,-75.1972,18360
Tonganoxie,KS,39.1088,-95.0811,66086
District Heights,MD,38.8588,-76.8885,20747 20753
Oak Point,TX,33.1795,-96.9907,75068
Fort Wright,KY,39.0463,-84.5362,41011 41015 41017
Geneva,OH,41.8007,-80.9461,44041
Laurel Bay,SC,32.4599,-80.7869,29906
Chena Ridge,AK,64.7941,-148.0357,99709
Bryn Mawr,PA,40.0208,-75.3161,19041 19010
Starke,FL,29.9474,-82.1129,32091 32042
Margaret,AL,33.6734,-86.468,35112 35120
Homer,AK,59.653,-151.5255,99603
West Concord,MA,42.4517,-71.4035,1742
Rancho Murieta,CA,38.5085,-121.0716,95683
Willow Park,TX,32.7548,-97.6498,76087 76008
Walkertown,NC,36.1576,-80.1641,27105 27101 27051
Clearfield,PA,41.0216,-78.439,16830
Hidden Valley Lake,CA,38.8005,-122.5505,95457 95461 95467
Woodstock,VA,38.875,-78.516,22664
Media,PA,39.9199,-75.3889,19063 19091
Belmar,NJ,40.1798,-74.0255,07719 07715
Willow Springs,IL,41.7333,-87.8859,60480 60439
Eaton,CO,40.5257,-104.713,80615
